area,latitude,longitude,severity,crime_type,hour
Shahdara,31.611774188186804,74.29968047089126,5,assault,19
Shahdara,31.6582463527968,74.30130454165094,4,robbery,2
Shahdara,31.64247083563383,74.32286410376229,4,vehicle theft,20
Shahdara,31.632482396341043,74.29256691018529,4,robbery,9
Shahdara,31.65627333151758,74.28809165790236,4,vehicle theft,8
Shahdara,31.63227682682951,74.307157615762,4,assault,6
Shahdara,31.591210768067327,74.27233024947611,4,assault,1
Shahdara,31.64308708676818,74.2704523653885,4,snatching,12
Shahdara,31.606715451133912,74.30720222732496,4,snatching,11
Shahdara,31.57925848130056,74.31140064561086,5,snatching,6
Shahdara,31.588270727631475,74.27155645650097,5,vehicle theft,19
Shahdara,31.64542276451962,74.29541726202928,4,vehicle theft,16
Shahdara,31.621148258955127,74.26311784535183,4,assault,11
Shahdara,31.620912156798514,74.2877835915229,4,robbery,15
Shahdara,31.624481849636208,74.28025184801564,4,vehicle theft,2
Shahdara,31.610561605174198,74.28434412955787,4,robbery,16
Shahdara,31.611361155967835,74.31719934012973,4,assault,21
Shahdara,31.64873509345099,74.26596600045984,4,vehicle theft,9
Shahdara,31.663796058664353,74.2638340342929,5,assault,3
Shahdara,31.577522085513806,74.26948489956638,5,vehicle theft,4
Shahdara,31.626835119515544,74.31752341678433,4,robbery,19
Shahdara,31.589708503123678,74.29359319338327,4,assault,2
Shahdara,31.63483926033059,74.3095331725086,5,assault,23
Shahdara,31.622841001838353,74.3007431692989,4,snatching,23
Shahdara,31.643588802414428,74.2706164869579,5,snatching,16
Shahdara,31.647447555930945,74.26644427814013,4,assault,16
Shahdara,31.61770920309495,74.30475632623947,4,snatching,0
Shahdara,31.62684913836015,74.31823059213019,4,assault,2
Shahdara,31.65032466645868,74.28624916962195,4,assault,9
Shahdara,31.59298556094117,74.26725528935849,4,assault,0
Shahdara,31.62240591263424,74.29028877668118,5,robbery,16
Shahdara,31.55043661572727,74.27463473876101,4,snatching,17
Shahdara,31.62339945805815,74.30306490372857,4,assault,16
Shahdara,31.632907518991704,74.30737263115064,5,snatching,18
Shahdara,31.624669315929605,74.29605304511215,5,assault,17
Shahdara,31.58538253792469,74.30888677583964,4,snatching,1
Shahdara,31.62400268838347,74.23658268343739,5,snatching,22
Shahdara,31.65811814473854,74.28455204641861,4,vehicle theft,9
Shahdara,31.6197056348273,74.29592810859393,5,vehicle theft,23
Shahdara,31.62256082137117,74.27037323301441,5,robbery,10
Shahdara,31.583613991009404,74.29829211031188,4,robbery,22
Shahdara,31.62733196492194,74.26120240427345,5,vehicle theft,23
Shahdara,31.63994230443796,74.27529362516185,4,robbery,17
Shahdara,31.592686704270328,74.2900821371938,4,robbery,17
Shahdara,31.60369001853423,74.26881949013533,4,assault,0
Shahdara,31.577082864803003,74.29025882501583,5,assault,16
Shahdara,31.65929450265833,74.28070527103944,4,assault,14
Shahdara,31.60600548984015,74.28427959821468,5,snatching,15
Shahdara,31.617753439006183,74.27558060800934,4,vehicle theft,16
Shahdara,31.623562568515222,74.280712709197,4,snatching,23
Shahdara,31.667482834868014,74.27378551470765,4,assault,23
Shahdara,31.61494161391786,74.28254868813336,4,vehicle theft,18
Shahdara,31.631531139261117,74.28622500309088,5,snatching,14
Shahdara,31.596604631323498,74.24681816823225,5,robbery,22
Shahdara,31.616261897548792,74.27904418245254,4,robbery,6
Shahdara,31.621505318918583,74.26249982665084,4,robbery,12
Shahdara,31.653742832701454,74.297632795139,4,robbery,12
Shahdara,31.67146649904221,74.26751966542223,5,assault,14
Shahdara,31.61118990882253,74.31164076365927,4,assault,8
Shahdara,31.634229085303897,74.27421244105734,5,assault,23
Shahdara,31.57841744554051,74.27957050075251,4,robbery,20
Shahdara,31.606987148617563,74.2702574923247,4,assault,23
Shahdara,31.569944809566756,74.2936928440311,5,vehicle theft,5
Shahdara,31.627805065379665,74.27830182335009,5,snatching,5
Shahdara,31.619824188873935,74.28902822397295,5,snatching,1
Shahdara,31.66086640979365,74.31239224310875,4,robbery,11
Shahdara,31.60180614099703,74.29277247299676,5,robbery,11
Shahdara,31.62519445003443,74.26191366749791,5,assault,4
Shahdara,31.635285043972182,74.2802159632962,4,snatching,2
Shahdara,31.61702897189986,74.2718507972473,5,robbery,22
Shahdara,31.59199568897973,74.28459324928467,5,assault,19
Shahdara,31.636713842241303,74.25740586290685,4,robbery,10
Shahdara,31.667797565444367,74.26791171043736,4,assault,16
Shahdara,31.629030318840382,74.29287605203409,5,assault,20
Shahdara,31.62339458568781,74.28178787838291,5,snatching,2
Shahdara,31.623670236461756,74.28706315246446,5,vehicle theft,7
Shahdara,31.630638337844378,74.29392702253305,5,assault,2
Shahdara,31.627889042847567,74.2715803103836,4,assault,3
Shahdara,31.636404914789725,74.24585445688744,5,vehicle theft,7
Shahdara,31.579237509296444,74.25983827378165,4,robbery,5
Shahdara,31.573472965730005,74.3102160643623,4,robbery,16
Shahdara,31.615216426679396,74.2964620995149,5,robbery,7
Shahdara,31.624840302881356,74.24939042513626,5,assault,2
Shahdara,31.590428275084403,74.30287508086414,5,vehicle theft,14
Shahdara,31.619745116990234,74.30108790431699,5,snatching,3
Shahdara,31.639401555558276,74.29441546098282,4,assault,3
Shahdara,31.650195426249194,74.28804068960093,4,assault,0
Shahdara,31.621740704562935,74.26105317240116,4,vehicle theft,12
Shahdara,31.614602501294133,74.26042472568436,4,vehicle theft,4
Shahdara,31.568541375172313,74.27228923520065,4,assault,18
Shahdara,31.628268698064474,74.31753591625116,4,snatching,4
Shahdara,31.596444289170154,74.26639476825612,4,snatching,13
Shahdara,31.635238379728715,74.28425311524767,5,assault,17
Shahdara,31.615943075606598,74.280938308699,5,snatching,11
Shahdara,31.644099412946016,74.2934485003779,4,assault,8
Shahdara,31.65186373253279,74.26977568647138,5,robbery,21
Shahdara,31.60745162231245,74.27009221514137,5,assault,22
Shahdara,31.67077382203475,74.29047905334215,4,snatching,8
Shahdara,31.60406994082685,74.29321550463445,4,robbery,8
Shahdara,31.615799666032498,74.26104920425428,5,snatching,5
Shahdara,31.59420078200518,74.25409842455873,5,snatching,16
Shahdara,31.611130402150295,74.2816531191889,4,snatching,21
Shahdara,31.619866930907378,74.25361709909596,5,robbery,23
Shahdara,31.64077652290224,74.2660356794337,4,assault,17
Shahdara,31.59965615658909,74.29033338617296,5,robbery,16
Shahdara,31.64214647792487,74.28351913314442,4,robbery,7
Shahdara,31.671467196065,74.28118436868029,4,assault,22
Shahdara,31.646994092546215,74.27340765316387,5,vehicle theft,16
Shahdara,31.61934493459568,74.26913150457733,5,snatching,17
Shahdara,31.640799848796597,74.25998759438855,5,assault,21
Shahdara,31.57843246690162,74.25518719844625,5,snatching,3
Shahdara,31.62579684528337,74.27490357463256,4,snatching,9
Shahdara,31.636664477552415,74.25346921967781,5,robbery,22
Shahdara,31.614863659441486,74.30048573163559,4,snatching,2
Shahdara,31.634433441280866,74.25741896457566,4,vehicle theft,21
Shahdara,31.636251211927263,74.24238616461452,4,robbery,14
Shahdara,31.637239301701204,74.29246798877833,5,assault,23
Shahdara,31.586134676505804,74.26198934229626,5,snatching,9
Shahdara,31.586604416558632,74.31529373868526,5,robbery,14
Shahdara,31.59002681196986,74.30278315145723,4,assault,2
Shahdara,31.588867416529524,74.29212019902691,4,robbery,5
Shahdara,31.607453789166456,74.305033029428,4,vehicle theft,2
Shahdara,31.639436453803455,74.27938083498726,5,vehicle theft,16
Shahdara,31.66556957456377,74.22431991542396,4,vehicle theft,1
Shahdara,31.593036291557887,74.29486528188046,5,assault,10
Shahdara,31.599110105072004,74.27555210560224,4,robbery,1
Shahdara,31.587408140280473,74.29103727310618,4,robbery,5
Shahdara,31.6106170455961,74.29053874825264,5,assault,20
Shahdara,31.60202400183515,74.2618073220502,4,vehicle theft,1
Shahdara,31.653309488889253,74.30028740130037,4,assault,12
Shahdara,31.61353469421408,74.3028613180578,5,assault,13
Shahdara,31.613039738274065,74.28397116725793,5,snatching,20
Shahdara,31.615499881932593,74.3041518434086,5,robbery,6
Shahdara,31.630820037452075,74.28265872370446,4,snatching,23
Shahdara,31.621906416138955,74.28358073593098,4,assault,3
Shahdara,31.59536083748508,74.28290453554258,5,snatching,16
Shahdara,31.671201690765376,74.27807880200551,5,robbery,1
Shahdara,31.619300230190063,74.31541601271272,4,vehicle theft,9
Shahdara,31.60406097128451,74.27848458345557,5,robbery,11
Shahdara,31.598244381294766,74.2985896501469,5,vehicle theft,18
Shahdara,31.639714454336474,74.26811070903723,4,robbery,16
Shahdara,31.618511331418,74.29241344195101,4,vehicle theft,15
Shahdara,31.62760395702012,74.29221171490568,4,robbery,22
Shahdara,31.63675394876801,74.30735970614884,5,robbery,17
Shahdara,31.589468962766045,74.27884190185324,5,robbery,12
Shahdara,31.613793087680882,74.28231369643989,5,snatching,16
Shahdara,31.625431576743907,74.2544650284836,5,snatching,13
Shahdara,31.627150524876747,74.26825461164468,4,vehicle theft,7
Shahdara,31.642581388750703,74.27839168452581,4,snatching,17
Shahdara,31.663821320111197,74.28680135261051,5,snatching,23
Shahdara,31.611310075451353,74.27381655753062,5,snatching,4
Shahdara,31.569413251201507,74.30596355415669,4,vehicle theft,6
Shahdara,31.628251407932883,74.24140630807372,4,assault,12
Shahdara,31.637355300483417,74.2856606441079,5,vehicle theft,1
Shahdara,31.63426799180411,74.28094034426248,4,snatching,6
Shahdara,31.671954092864688,74.2669925811186,5,snatching,9
Shahdara,31.61467365342955,74.26670930140716,5,robbery,0
Shahdara,31.611596263658083,74.2743643078228,5,vehicle theft,17
Shahdara,31.59991718466496,74.26464404869792,4,vehicle theft,0
Shahdara,31.615098607633673,74.26233685509807,5,vehicle theft,4
Shahdara,31.63968644796953,74.27572022311548,5,vehicle theft,10
Shahdara,31.618058008651936,74.28108637772908,5,vehicle theft,21
Shahdara,31.625783372878157,74.32910600279821,5,snatching,1
Shahdara,31.611682653171766,74.277919004864,5,snatching,23
Shahdara,31.61008061907347,74.2766377020875,4,snatching,16
Shahdara,31.67003396425721,74.28939241578752,4,robbery,9
Shahdara,31.583383692516126,74.34334743344128,4,vehicle theft,2
Shahdara,31.608955539114383,74.29265863635511,5,robbery,14
Shahdara,31.61733883830658,74.3025135756874,5,snatching,8
Shahdara,31.618619549700078,74.2762484267146,4,robbery,10
Shahdara,31.61646105545012,74.26403405510924,4,assault,7
Shahdara,31.615290865555906,74.28204257841742,5,assault,4
Shahdara,31.63389522061693,74.25878346408332,4,robbery,16
Shahdara,31.638149895368347,74.28071789099536,4,vehicle theft,7
Shahdara,31.633637829792526,74.31693414651473,4,robbery,5
Shahdara,31.642033134279927,74.28127235519901,5,robbery,15
Shahdara,31.63640964362395,74.29014548062214,4,robbery,9
Shahdara,31.62635610338404,74.26740966903903,5,snatching,4
Shahdara,31.612593532628054,74.26332882025442,5,snatching,17
Shahdara,31.62836505109572,74.28800824058477,4,vehicle theft,6
Shahdara,31.63305069387519,74.24214908029393,5,snatching,1
Shahdara,31.632909683622824,74.32326509446611,4,vehicle theft,5
Shahdara,31.643727748244306,74.27527294332151,5,vehicle theft,14
Shahdara,31.623510916597812,74.28817024696755,5,vehicle theft,16
Shahdara,31.635038052360656,74.29953798156075,5,robbery,21
Shahdara,31.610397362646083,74.28255605394733,5,assault,14
Shahdara,31.627342045335762,74.26948389225375,4,robbery,10
Shahdara,31.61101672382449,74.30253506383852,5,snatching,10
Shahdara,31.608896009466136,74.31762314138881,5,assault,3
Shahdara,31.591039721991677,74.2360238808676,4,snatching,22
Shahdara,31.609147903164835,74.29754203957573,5,assault,14
Shahdara,31.642437063788538,74.30621087649385,4,snatching,16
Shahdara,31.628616804886676,74.28486615328256,4,snatching,19
Shahdara,31.589489496581507,74.26616183860237,4,snatching,0
Shahdara,31.643269709160627,74.26141335611796,5,robbery,2
Shahdara,31.621484124276005,74.2754119479454,5,assault,14
Shahdara,31.670310924157487,74.2468717258905,5,assault,16
Shahdara,31.652530389433995,74.23037410026869,4,snatching,11
Shahdara,31.64498403534975,74.2898280913404,4,assault,13
Shahdara,31.652762254990954,74.31002077680009,5,vehicle theft,8
Shahdara,31.619196840987115,74.25138449795764,4,assault,21
Shahdara,31.6378147616755,74.24564412752477,5,snatching,12
Shahdara,31.617620040485384,74.25644206714038,5,vehicle theft,17
Shahdara,31.669445589245456,74.27008267643986,5,snatching,12
Shahdara,31.6251599398424,74.28938233419562,4,vehicle theft,8
Shahdara,31.61992794921819,74.25683270621614,5,vehicle theft,19
Shahdara,31.643668284990785,74.26678585503485,5,vehicle theft,0
Shahdara,31.602473626640517,74.28075320466336,4,assault,0
Shahdara,31.610577836553947,74.30150248550434,4,assault,5
Shahdara,31.655953730536993,74.29281685722535,5,snatching,1
Shahdara,31.622035281459752,74.27451936371504,5,snatching,2
Shahdara,31.62421135955257,74.29760592498506,4,snatching,8
Shahdara,31.63396446627227,74.28786970770844,5,vehicle theft,19
Shahdara,31.640991054306387,74.26929529576879,4,snatching,19
Shahdara,31.66311769817649,74.30344478493517,5,assault,2
Shahdara,31.653712966028383,74.27079409111613,5,snatching,11
Shahdara,31.599368475062597,74.26941403524907,4,robbery,22
Shahdara,31.63011982219919,74.24005177313082,4,snatching,9
Shahdara,31.5926060364063,74.27051651367141,5,snatching,14
Shahdara,31.614852469251534,74.24662831852245,5,robbery,23
Shahdara,31.58271336943382,74.2619679850793,5,assault,19
Shahdara,31.682097348569336,74.28694805273285,4,vehicle theft,8
Shahdara,31.65367855382916,74.27082231474262,5,vehicle theft,1
Shahdara,31.646338871264653,74.28878605515364,4,assault,18
Shahdara,31.63600996483532,74.28358549208853,5,snatching,12
Shahdara,31.64492653771595,74.27746377004195,4,snatching,7
Shahdara,31.653139769394098,74.24919162656222,5,vehicle theft,13
Shahdara,31.61948891858017,74.30345458038519,5,assault,14
Shahdara,31.65084511892097,74.31608994176723,5,assault,6
Shahdara,31.612751181171937,74.25760660210747,4,vehicle theft,1
Shahdara,31.65433530960629,74.31075223120148,5,robbery,22
Shahdara,31.588882026990202,74.27455208059,4,assault,13
Shahdara,31.60817393569816,74.24095629557193,5,assault,8
Shahdara,31.588868362026805,74.27143769678068,4,vehicle theft,0
Shahdara,31.60515960516886,74.25390689208385,5,robbery,10
Shahdara,31.6369415801997,74.30445001829774,4,robbery,16
Shahdara,31.610645744557186,74.31582287573725,4,snatching,5
Shahdara,31.614819157083588,74.2760730030183,5,assault,1
Shahdara,31.61356753727908,74.2709798993974,5,robbery,0
Shahdara,31.617381680544607,74.25930090270936,4,snatching,4
Shahdara,31.623818755015467,74.26210873535173,5,assault,19
Shahdara,31.63832655349405,74.28692976951795,4,vehicle theft,14
Shahdara,31.577568881172226,74.28585987054905,5,vehicle theft,22
Shahdara,31.601230641795883,74.29288536319018,4,vehicle theft,17
Shahdara,31.631999884158496,74.26379853831581,4,vehicle theft,5
Shahdara,31.616186351984734,74.2843486574636,5,robbery,22
Shahdara,31.618967430554157,74.28393164146975,5,assault,17
Shahdara,31.639259310582283,74.28615241510902,5,robbery,11
Shahdara,31.623965787547437,74.274807883551,5,robbery,0
Shahdara,31.632774604440584,74.25713990174539,4,vehicle theft,4
Shahdara,31.582981192842094,74.29886927683731,5,assault,5
Shahdara,31.636049417646394,74.27203358187953,4,vehicle theft,12
Shahdara,31.626812000382,74.3087036309838,4,snatching,3
Shahdara,31.644463802108532,74.29388466820973,5,assault,18
Shahdara,31.631948001397,74.29402345484623,4,snatching,18
Shahdara,31.61360886475362,74.29896353650724,5,assault,6
Shahdara,31.594439548331273,74.24712518568823,4,snatching,0
Shahdara,31.60722076504621,74.25353820413186,5,assault,10
Shahdara,31.65284030320273,74.30019634178686,5,assault,13
Shahdara,31.682839339545758,74.28066054085932,5,vehicle theft,1
Shahdara,31.610915114496937,74.27960129209508,5,robbery,11
Shahdara,31.621792163198553,74.25637212033402,4,vehicle theft,3
Shahdara,31.647685456370212,74.29127818240104,5,assault,17
Shahdara,31.623588336256628,74.31641560753431,4,snatching,10
Shahdara,31.61494628623998,74.28784169059402,4,snatching,14
Shahdara,31.6180622834077,74.25180977365054,4,assault,13
Shahdara,31.586140863716093,74.2780332074641,5,assault,14
Shahdara,31.669115523991252,74.29957787079826,5,vehicle theft,17
Shahdara,31.626324001524093,74.27867219191813,5,robbery,10
Shahdara,31.60919355633725,74.29027081416326,4,vehicle theft,16
Shahdara,31.588140125329367,74.2888094947592,5,vehicle theft,3
Shahdara,31.6295400743879,74.23446174603801,4,snatching,12
Shahdara,31.644123067913412,74.28767943105093,5,vehicle theft,8
Shahdara,31.6315858028861,74.30321364991394,5,assault,9
Shahdara,31.614493535529892,74.29502751974152,5,snatching,4
Shahdara,31.64139700997402,74.26174103853953,5,vehicle theft,6
Shahdara,31.606530187515123,74.28557988324448,5,assault,0
Shahdara,31.59715746913408,74.27499362576535,4,snatching,11
Shahdara,31.61291784717104,74.2890707566749,4,assault,15
Shahdara,31.598731967089645,74.26519906164354,4,vehicle theft,10
Shahdara,31.608850164299845,74.25260394040842,4,robbery,1
Shahdara,31.633339608068763,74.24900937460843,5,snatching,9
Shahdara,31.65355401628153,74.26892823516584,4,snatching,6
Shahdara,31.64085217671273,74.26960293216902,5,assault,5
Shahdara,31.587539082130686,74.2912669092501,5,vehicle theft,7
Shahdara,31.642614066172293,74.31431403668789,4,vehicle theft,0
Shahdara,31.60701444909868,74.25552119466475,5,robbery,16
Shahdara,31.62986766600823,74.2993081594887,5,snatching,20
Shahdara,31.632625825665205,74.24886768058407,4,assault,11
Shahdara,31.596547934862773,74.2553306379744,5,assault,22
Shahdara,31.590008250875943,74.25340713395522,4,assault,22
Shahdara,31.60589976288483,74.27888461844685,5,assault,3
Shahdara,31.62220981077399,74.28755922919873,4,robbery,22
Shahdara,31.601700818644346,74.28162553685534,4,snatching,15
Shahdara,31.619599622013112,74.28767223941576,5,robbery,22
Shahdara,31.59815374470655,74.27367183100611,4,vehicle theft,7
Shahdara,31.60493403551323,74.2957863122371,5,robbery,19
Shahdara,31.605016415187418,74.28450685507379,4,vehicle theft,0
Shahdara,31.62310854661486,74.32931467910839,5,assault,13
Shahdara,31.61418387839712,74.27184353827863,4,assault,8
Shahdara,31.583275892537934,74.29015982653826,5,assault,22
Shahdara,31.628980219268378,74.26938984754123,4,assault,4
Shahdara,31.620522448630794,74.23062914168231,4,assault,5
Shahdara,31.611228255874856,74.30332605494473,5,assault,13
Shahdara,31.631368820125125,74.29199188226563,5,assault,8
Shahdara,31.61131779641008,74.26912441133554,5,vehicle theft,17
Shahdara,31.641717911316633,74.2894939646576,4,robbery,21
Shahdara,31.63824749227926,74.24804576160453,4,assault,15
Shahdara,31.6069917393058,74.29059386265811,4,snatching,8
Shahdara,31.630205580210642,74.29995625436528,5,vehicle theft,20
Shahdara,31.62113299849794,74.29059385508714,5,vehicle theft,12
Shahdara,31.634515336463263,74.27082086228351,5,robbery,10
Shahdara,31.650615016646874,74.30437523703395,4,snatching,18
Shahdara,31.59337540414572,74.2855665812244,4,assault,10
Shahdara,31.632918356515876,74.30748619026359,4,robbery,22
Shahdara,31.608727019451475,74.27178137687402,4,vehicle theft,13
Shahdara,31.626048994287203,74.26744143026492,5,robbery,3
Shahdara,31.594512625072415,74.29252152851016,4,snatching,19
Shahdara,31.629812724428454,74.25944194468573,5,snatching,17
Shahdara,31.592662426031694,74.27550469196214,4,snatching,21
Shahdara,31.630829254564098,74.29518310320606,5,robbery,22
Shahdara,31.608469791985467,74.2281791541571,5,assault,14
Shahdara,31.65498483244087,74.29588034147082,5,snatching,4
Shahdara,31.60011787533916,74.27938122005689,5,snatching,20
Shahdara,31.596138800901794,74.27919822974687,5,vehicle theft,17
Shahdara,31.573946060209106,74.27110108479751,5,robbery,5
Shahdara,31.62989191496642,74.27766685580336,4,robbery,16
Shahdara,31.629300909220305,74.28333305657127,5,vehicle theft,15
Shahdara,31.633558517426785,74.27024177183709,5,vehicle theft,7
Shahdara,31.66314616426531,74.26788570153994,5,vehicle theft,21
Shahdara,31.64603482578798,74.31123022393454,5,snatching,23
Shahdara,31.619397690657998,74.28518436036687,5,robbery,7
Shahdara,31.62473922831424,74.27090359368223,4,snatching,23
Shahdara,31.571321954869042,74.28371534984174,4,assault,3
Shahdara,31.64400827815889,74.26686211442058,4,snatching,18
Shahdara,31.64371408309326,74.2943790662133,5,assault,5
Shahdara,31.620595585264695,74.26304040244689,4,snatching,7
Shahdara,31.632142622015675,74.30622317772637,5,snatching,17
Shahdara,31.61577327828898,74.2776519828169,4,assault,22
Shahdara,31.607129635392397,74.29855680256162,5,assault,21
Shahdara,31.636632566153292,74.27944658664812,5,vehicle theft,1
Shahdara,31.612700945409145,74.26321580665322,5,assault,22
Shahdara,31.615229331063148,74.26441972313933,5,vehicle theft,17
Shahdara,31.615574927528286,74.27446373400223,5,robbery,23
Shahdara,31.63492374814629,74.2727961281078,5,robbery,14
Shahdara,31.636751254067168,74.26372709287881,4,assault,7
Shahdara,31.6274499141958,74.31198244670298,4,vehicle theft,10
Shahdara,31.642495972891865,74.26401211847677,4,assault,12
Shahdara,31.618112564999294,74.27828213500564,4,vehicle theft,17
Shahdara,31.620609577005315,74.25016127707057,5,vehicle theft,12
Shahdara,31.649562536523465,74.2700860651462,4,vehicle theft,2
Shahdara,31.631310192912633,74.24478474481688,4,assault,6
Shahdara,31.640039045355838,74.28410053374124,4,snatching,7
Shahdara,31.614990639220164,74.2796075302838,4,vehicle theft,4
Shahdara,31.612893762277643,74.2922048875121,4,vehicle theft,9
Shahdara,31.594129285128126,74.30155907790211,4,vehicle theft,13
Shahdara,31.5960823387593,74.2888920533644,4,vehicle theft,12
Shahdara,31.652778816546885,74.33250172679243,5,assault,21
Shahdara,31.636539887782348,74.29595605346098,5,snatching,15
Shahdara,31.61091620883377,74.26359312350938,5,snatching,4
Shahdara,31.614248179610996,74.261168209653,5,vehicle theft,9
Shahdara,31.62449369451504,74.29865181663746,4,assault,20
